Epoch,Loss,Accuracy
1,0.8719250959574535,84.01246001010271
2,0.5269537073790386,88.66812594712914
3,0.46107712864715567,88.12931469944435
4,0.4290842069613357,89.06381545714767
5,0.38846434364395754,88.5839366896784
6,0.3548866796497536,91.19380367065162
7,0.3451862399896947,90.80653308637818
8,0.3691331342022906,92.00202054217881
9,0.343314655593306,92.11146657686479
10,0.3372658129621257,91.66526351237582
11,0.33496990424871287,92.85233204243139
12,0.3333105272313039,93.11331874052871
13,0.33946303573627307,93.05438626031318
14,0.32644243462521944,93.49217039905707
15,0.33112987601548755,91.66526351237582
16,0.31963321693762337,92.96177807711736
17,0.3147545420234242,92.83549419094123
18,0.3159377382747749,92.66711567603974
19,0.31587187309939696,93.53426502778245
20,0.30431072549926996,93.01229163158781
21,0.30438759678634264,93.26485940394005
22,0.30398448008883705,93.6184542852332
23,0.2986132672697466,93.02071055733289
24,0.31422336472659024,93.76157602289948
25,0.3058520099999363,93.82892742886008
26,0.29604596208019923,92.93652129988213
27,0.3130638935573159,93.4164000673514
28,0.29493602331207003,93.08806196329348
29,0.3054271449825616,93.72790031991917
30,0.29271359053210066,93.57635965650783
31,0.3062278867438836,93.80367065162486
32,0.28979491773411953,93.86260313184037
33,0.3084625665559083,93.71948139417411
34,0.2972003108680906,93.8878599090756
35,0.29794862792296434,94.35090082505472
36,0.2810798558326418,94.00572486950665
37,0.2839365278631048,94.79710388954369
38,0.3077324609402367,93.90469776056575
39,0.29252005492647487,93.6184542852332
40,0.2864041033110792,92.64185889880451
41,0.28327558296782673,93.13857551776394
42,0.29248219570245154,94.08149520121232
43,0.3021613558534012,93.60161643374306
44,0.2987407021154399,93.47533254756694
45,0.28117989127834636,93.98046809227142
46,0.29412449606423896,93.6858056911938
47,0.2838100003058551,94.27513049334905
48,0.2833135688266847,93.94679238929113
49,0.29426434631108916,93.8541842060953
50,0.29798706700544686,93.69422461693888
51,0.2941556837690133,94.40983330527025
52,0.29571977213666,94.35090082505472
53,0.2872268930227766,94.50244148846608
54,0.282735042849816,94.157265532918
55,0.2812137809602083,93.91311668631083
56,0.2818215456641009,93.83734635460515
57,0.282109459907177,93.9888870180165
58,0.27487311686479277,94.90654992422967
59,0.2813260099970766,93.61003535948812
60,0.2783554713492111,94.71291463209295
61,0.2871193314992612,94.64556322613234
62,0.27999867419261604,94.830779592524
63,0.27196850310961007,94.04781949823203
64,0.27239656503192117,93.86260313184037
65,0.2705220994639701,93.8878599090756
66,0.2690662631479603,94.58663074591682
67,0.2756777294681117,94.51086041421115
68,0.29099489997832045,94.11517090419262
69,0.2711373026312519,94.24145479036875
70,0.26410146535284096,93.73631924566425
71,0.2907714598326473,93.71106246842903
72,0.2688146568809746,94.76342818656339
73,0.268458067189141,94.5613739686816
74,0.2857373655593443,93.3827243643711
75,0.290020421397702,94.20777908738845
76,0.273441784209021,92.60818319582421
77,0.2761618174432266,93.59319750799798
78,0.27819828353621945,94.00572486950665
79,0.29337870627040824,94.3256440478195
80,0.2615873612818979,93.45849469607678
81,0.2771609174513248,94.27513049334905
82,0.27236698671264115,94.7297524835831
83,0.29059742626443663,94.9318067014649
84,0.28348202554769414,94.01414379525173
85,0.2750187853090866,94.79710388954369
86,0.2780318916174433,94.08149520121232
87,0.2783113156159919,94.1909412358983
88,0.27209313656453804,94.31722512207442
89,0.28210896456874507,93.87944098333053
90,0.2787092913578074,94.79710388954369
91,0.27317619226842876,94.24145479036875
92,0.27096125584906866,94.10675197844755
93,0.26614080367219306,94.82236066677892
94,0.2776421167166723,94.35090082505472
95,0.27799894349269005,93.6858056911938
96,0.28246000462201654,93.4164000673514
97,0.28136397903204285,94.11517090419262
98,0.28224861858693023,94.52769826570129
99,0.262947388729381,95.13386091934669
100,0.25712503076490933,95.16753662232699
101,0.27165167926940864,94.30038727058427
102,0.2569500849637333,94.78868496379862
103,0.26860160984960135,93.45007577033171
104,0.2681773862506073,94.494022562721
105,0.27789400462611946,94.55295504293652
106,0.25692425724507,94.52769826570129
107,0.2591752019906116,94.65398215187741
108,0.2635636685305946,94.47718471123085
109,0.28282413325242456,94.45192793399562
110,0.2549255518242717,94.31722512207442
111,0.2763892412335882,93.34062973564573
112,0.27018344547269085,94.41825223101532
113,0.26731753960171695,94.10675197844755
114,0.27209709441008906,94.21619801313352
115,0.27074547422929635,95.04967166189594
116,0.2706634307340268,94.37615760228995
117,0.2537987345744485,94.84761744401415
118,0.2670989513988056,93.48375147331201
119,0.2608422943896624,95.07492843913117
120,0.27366251009766773,94.97390133019027
