Epoch,Loss
1,543.3473089524186
2,60.072662147770444
3,12.45551142796286
4,3.1885170498390414
5,4.095736659036204
6,3.601692403602015
7,1.8067622931926333
8,1.5416092023304884
9,1.4685326460441686
10,1.5013456939193404
11,1.4252127825836591
12,1.4582826507060462
13,1.299829771615762
14,1.259487200701287
15,1.3105652177704954
16,1.2605102256049039
17,1.1844807566755524
18,1.1644114988016863
19,1.2159106032211957
20,1.3906799153202238
21,1.2219776655174006
22,1.1640847842864575
23,1.391610174610965
24,1.3381816118349734
25,1.2966707632557204
26,1.288967412681039
27,1.2824545418554263
28,1.2757952865834752
29,1.2311142432132944
30,1.2508788173471688
31,1.205219164254922
32,1.1745757027505959
33,1.2093826905493084
34,1.170183586493266
35,1.2060029849733
36,1.1298301149135377
37,1.1417608278655988
38,1.106672765836434
39,1.109524851638465
40,1.1245410603066617
41,1.149783743861927
42,1.189631371429861
43,1.0982624138089194
44,1.1001878496485895
45,1.0851891629060635
46,1.1782638061438706
47,1.0986476655235513
48,1.0788173508963619
49,1.0937290266363395
50,1.0692737030760626
51,1.0452368800718757
52,1.0114411346439682
53,0.9743582885297988
54,1.0123647572597725
55,0.9820573210207539
56,0.9771881437595
57,0.961999990851956
58,0.9727489754563325
59,0.9315621770601676
60,0.8900895778548457
61,0.9005447460812173
62,0.9166836955714621
63,0.8601814633586145
64,0.8497192142320504
65,0.830277489179243
66,0.86837602395572
67,0.8245479765760837
68,0.7793113584081829
69,0.7796846826091561
70,0.7389637858352878
71,0.750311306292253
72,0.762146130681383
73,0.757307013388513
74,0.7286652030465617
75,0.7489145633682935
76,0.7570101358803825
77,0.7229228446665203
78,0.7238570751631608
79,0.7225322891411884
80,0.7445339365640107
81,0.7236837608658283
82,0.710855152014976
83,0.7180930060743721
84,0.7203042635972435
85,0.7887266589297209
86,0.7215297767566677
87,0.7173102179100637
88,0.7513734816313132
89,0.7432647534172038
90,0.7278947205926493
91,0.7305119877290317
92,0.7233076680892465
93,0.7229152739888945
94,0.7188709027299641
95,0.7218546529779568
96,0.7074469299390369
97,0.6853978384706279
98,0.718450783075294
99,0.7211264840889944
100,0.7040374790803977
