Epoch,Loss
1,1717.6701110839845
2,239.17161966959637
3,150.1015396118164
4,94.59420750935872
5,52.967834599812825
6,52.62320346832276
7,70.79781297047933
8,35.000972016652426
9,28.47680031458537
10,34.84441827138265
11,38.72191019058228
12,31.65000654856364
13,14.659303816159566
14,17.952517811457316
15,9.665891758600871
16,7.767921666304271
17,7.05249461332957
18,4.4671311870217325
19,8.32670205074052
20,10.293877220153808
21,10.886301493644714
22,7.101626122991244
23,4.854786608119806
24,3.0461794791122276
25,2.82726405536135
26,6.484449121169746
27,9.953306290507317
28,8.406786523511013
29,4.658088457584381
30,16.71116014321645
31,14.06431791484356
32,23.058731826146445
33,43.23648347854614
34,37.207150077819826
35,43.03600660959879
36,36.183498001098634
37,19.083540821075438
38,25.413329950968425
39,18.76356016099453
40,12.692807181676228
41,7.647153582175573
42,9.594555167853832
43,10.451334336896737
44,16.383455193042757
45,66.34698584973812
46,67.016916402181
47,22.61864056587219
48,17.69981738726298
49,13.866210516293844
50,10.76855757633845
51,4.857762468606234
52,2.754555821418762
53,2.8582970699916284
54,14.665566427571077
55,7.936860106388727
56,6.676887511461973
57,13.31999068260193
58,8.139836570620536
59,5.521676423338552
60,3.257426844195773
61,2.208795328795289
62,1.9999224236235023
63,1.6558907053122918
64,3.5543060675263405
65,4.7254854415853815
66,1.3830181326096256
67,2.9540043514221908
68,1.5508455975912512
69,1.7911660174528758
70,4.57162376443545
71,4.427795694271723
72,7.178451333194971
73,5.742562415947517
74,3.197452107879023
75,3.4320252979174257
76,7.551073137919108
77,5.964158308506012
78,12.972766268687943
79,9.705072175959746
80,9.257514099248995
81,13.631955073277156
82,3.415162538488706
83,6.5553723675509294
84,7.5175005700439215
85,6.60528069237868
86,12.27314312257804
87,9.046330493936937
88,9.826738692944248
89,10.385973672072092
90,3.091463020692269
91,10.645507829760511
92,6.6636540112396085
93,13.357337591424585
94,3.0287063186988235
95,3.7470844235426437
96,3.019122425567669
97,8.244400710860889
98,9.661358140408993
99,2.8959068079168597
100,4.634974479675293
101,5.242239370429888
102,0.3989515667936454
103,3.6431872871238737
104,0.5281772232536848
105,1.4937220787459713
106,0.6339468571124598
107,1.6926968091547072
108,0.4408284079050645
109,3.0016805555671455
110,10.200421025241182
111,8.115676556279261
112,5.579711912324031
113,9.366231993585824
114,9.684124807516733
115,5.217356449800233
116,4.51374586316136
117,3.604187110811472
118,5.239317755300241
119,3.6558596236864105
120,6.470317487573872
121,2.79991694400087
122,2.9316649658683067
123,2.2858981929719446
124,0.674151154793799
125,1.1185225524318716
126,1.1565434725761103
127,0.3614345937559847
128,0.3283819453266915
129,0.4050701660356329
130,0.25237648135904844
131,1.602872452615217
132,1.7009255507786292
133,5.437186863607106
134,2.5496148550262054
135,3.420109324157238
136,1.6027167476917383
137,0.837758644769201
138,9.929760476750864
139,4.431745211628732
140,6.9525703342437435
141,6.512278802553192
142,203.61056753993034
143,313.50185419718423
144,167.36423950195314
145,93.63644917805989
146,49.94643096923828
147,34.51750208536784
148,26.454252688090005
149,13.677914547920228
150,9.083393208185832
151,8.292289145787556
152,8.801950613657633
153,7.408506524562836
154,5.9790661891301475
155,7.066114483277003
156,4.915411494175593
157,4.403164247671763
158,5.756960360209147
159,3.5373325904210406
160,1.7456840078035991
161,1.5043976247310638
162,0.9460117121537527
163,3.830669335027536
164,1.9710488366583983
165,1.7544521113236746
166,1.2733691821495692
167,0.9087246586879094
168,1.1998136763771374
169,0.5535177861029903
170,0.5235811031113068
171,1.3128952371577423
172,1.7732388774553935
173,0.9920270841568708
174,1.8321655737857023
175,0.6323847213139137
176,0.645509323477745
177,1.0038556496302287
178,2.4740126674373943
179,0.5259261323139072
180,1.7637179769575595
181,3.2517525780946017
182,5.685147322714329
183,1.7957277362545332
184,2.0922347486019133
185,1.6898870140624542
186,1.6362371315558752
187,1.9516464155167341
188,4.4499895668278135
189,4.6266600561638676
190,2.803142034014066
191,1.4656478315591812
192,0.9538532187541325
193,1.9965559953202805
194,1.9950515997906526
195,7.599904246131579
196,2.7537596861521405
197,1.0754164651036262
198,1.2772728964375952
199,1.98342789048329
200,38.48964878469705
