Epoch,Loss
1,454.97373962402344
2,83.71698875427246
3,41.574540837605795
4,24.791580454508463
5,21.030653699239096
6,11.104713757832846
7,10.172300020853678
8,7.134196360905965
9,11.804902529716491
10,8.852278049786886
11,8.655851316452026
12,7.711324914296468
13,14.306690661112468
14,20.04706745147705
15,11.120197264353434
16,7.004891808827718
17,5.146219942967097
18,3.2684232423702877
19,3.6329723139603933
20,5.444421925147375
21,4.636785511175791
22,3.5314242670933407
23,6.955782107512156
24,12.492671652634938
25,10.671203935146332
26,7.185332290331522
27,4.237250526746114
28,2.2000548601150514
29,1.3244080324967702
30,4.7382686759034796
31,2.5736024022102355
32,2.53360168064634
33,2.931340230256319
34,2.13292662302653
35,1.6405247072378795
36,1.086558058237036
37,1.5893544780711333
38,3.77639150545001
39,4.099348268906275
40,7.648248318831126
41,7.755847557385763
42,8.779522391160329
43,1.785827358563741
44,1.2083150292436282
45,1.501466600721081
46,1.4528792733947435
47,2.033366530140241
48,1.6316216970483461
49,1.3663270145654678
50,0.36893422473222015
51,1.0167597549657026
52,1.788315017024676
53,5.609324118494987
54,8.852502087752024
55,4.935520656903585
56,4.172223401069641
57,9.174206693967184
58,8.892058167854945
59,2.9840843240420023
60,1.6613164981206259
61,9.435251782337824
62,9.847803211212158
63,9.73517632484436
64,7.274683467547098
65,8.697567478815715
66,3.568575859069824
67,1.742260734240214
68,1.9172607416907945
69,2.6903599803646405
70,3.2387307504812877
71,1.1457080453634263
72,1.6162330634891986
73,0.6406241481502851
74,0.8952721145624916
75,1.2920458901673555
76,2.5332939237356187
77,2.632950695355733
78,2.6803248435258866
79,1.6324543739358583
80,1.684217469394207
81,2.556761419773102
82,4.131917321930329
83,4.158301899830501
84,8.157086690763633
85,3.532357315222422
86,7.358963789107899
87,7.329452413320541
88,2.7121283998092016
89,4.633389816681544
90,4.546478382746378
91,6.233375653624535
92,1.5636617506543795
93,1.1902977632979552
94,1.6182445156387986
95,3.3909381709992887
96,4.068208430955807
97,1.4151189575592678
98,3.3374552205204964
99,0.7315013582507769
100,1.246962674955527
101,0.6261687014562388
102,0.4044701655084888
103,0.953424350793163
104,1.37373417361329
105,0.8395767194529374
106,0.7382612183069189
107,0.5714935184456408
108,0.19362311859925588
109,0.31965950230757395
110,0.4298760644160211
111,0.3324079600783686
112,0.3264045065889756
113,0.6296274676918984
114,0.5098033005837351
115,0.8613221942136685
116,0.34782154763427875
117,0.04445073928994437
118,0.16273465749109164
119,0.1532313856917123
120,0.04789682496339083
121,0.12725831487526496
122,0.25985643147141674
123,0.01900394520101448
124,0.04299891451373696
125,0.04291090665307517
126,0.012150343251414597
127,0.011474967185252656
128,0.03185572136717383
129,0.03447172222658992
130,0.10315239926567302
131,0.32633507407736034
132,0.5618527160957456
133,2.3845388308167457
134,1.2386285873750846
135,1.4498045836885771
136,10.5291676680247
137,10.602206563949585
138,23.22358112335205
139,16.007409699757893
140,9.052975412209829
141,7.716644161939621
142,2.74453274110953
143,2.4101728682716685
144,1.12111639380455
145,1.8355895755812526
146,1.3568592277665934
147,3.2300967002908387
148,1.4670683627327283
149,0.34042301811277864
150,2.691886582846443
151,1.282553376754125
152,2.9143239791194597
153,3.43422110080719
154,1.6739512366553149
155,2.266335579752922
156,0.416626833154199
157,0.7228761580462257
158,0.5320111909570794
159,1.8727954546920955
160,7.064812356730302
161,4.390758784736196
162,1.6241342221697173
163,0.46070347757389146
164,0.45525080772737664
165,0.4454374268030127
166,2.4657898331681887
167,4.691489229599635
168,2.649823234975338
169,1.1804598579804102
170,0.9308840714395046
171,1.072952943854034
172,4.499005518977841
173,5.984852800828715
174,12.229100761810939
175,5.093775405486425
176,8.73737150033315
177,2.40912856310606
178,1.2878227269897857
179,2.5433834277093412
180,2.094370557864507
181,1.118386956428488
182,0.8521873195966084
183,0.22906058728694917
184,0.47363668877320986
185,0.3895410494413227
186,0.21590597157677013
187,0.27401849632151426
188,0.09939928733122845
189,0.06474671372755741
190,0.046823255407313503
191,0.032799812491672735
192,0.025117667748903234
193,0.18402236562687904
194,1.0758180630315717
195,0.7047843823830287
196,1.7313590835779906
197,0.6825447926918665
198,0.3561938369336228
199,0.5699068297166378
200,0.6963993204757571
