Epoch,Loss
1,326427.24808114034
2,120889.64939692983
3,93659.51624177632
4,84972.83936403508
5,71928.30420778508
6,71407.83559484649
7,69079.59416118421
8,55238.55365953947
9,52457.17410224781
10,64598.969195449565
11,43878.30544133772
12,50253.46587171053
13,48089.97594572369
14,48893.83395010965
15,38837.072094298244
16,27892.416084155702
17,36628.97632264254
18,24652.538582785088
19,26921.820895010966
20,26106.07898163377
21,28157.771552905702
22,22487.53308319627
23,18257.703125
24,23001.799376370614
25,20613.354166666668
26,21697.559501781798
27,15442.393349095395
28,18508.5087890625
29,14589.817348547149
30,15453.956260279605
31,14403.459601151315
32,12388.420478686952
33,12242.22735060307
34,13923.318462171053
35,11049.844974986294
36,18891.025047971492
37,11119.691740337172
38,9571.161175644189
39,13261.523677357456
40,8824.148330420778
41,10989.856608072916
42,8221.411946614584
43,7222.298948053728
44,7825.242590117873
45,7132.342606393914
46,10678.879625822368
47,8702.260917797423
48,9522.535678796601
49,11162.700649328399
50,7329.603995339912
51,5817.950332373904
52,4879.24714312637
53,5985.889811197917
54,5796.192618386787
55,5824.502981085527
56,5786.300322950932
57,5866.0476673862395
58,5615.545041803728
59,6149.129548725329
60,5202.536914490817
61,4242.424594812226
62,3906.4000886615954
63,5061.762562534265
64,2450.462939881442
65,3316.2619200589365
66,3683.4214295504385
67,3211.4828030770286
68,3540.06886693051
69,5471.166336862664
70,3699.213231136924
71,3937.297523900082
72,4251.843668619792
73,2474.04910867256
74,2477.5116844846493
75,2468.8672174821822
76,2574.114382024397
77,1961.564657646313
78,3130.4528144702576
79,2605.534493429619
80,2275.3234424256443
81,1890.0744735985472
82,2471.791139836897
83,2705.195605897067
84,1841.9960926792078
85,2114.638506972999
86,1821.3696556760553
87,1715.1887528268915
88,1656.5999423913788
89,1755.702706320244
90,3198.3050119500413
91,1790.420504385965
92,1423.1028859991777
93,967.9263171815036
94,1297.3797639545642
95,1588.225749768709
96,1101.9704075863488
97,1433.9277536492598
98,1133.8569437662761
99,1178.893480802837
100,1069.9307095711692
101,839.2711336905496
102,847.8956341659814
103,847.2021114951685
104,2619.9433979235196
105,1879.6353727641858
106,1073.7257074724164
107,1066.5738230922766
108,873.0554295590049
109,692.3335496333607
110,727.9552296420984
111,957.9507997747053
112,888.1579718338816
113,703.0200679845977
114,577.5621402138158
115,591.1661470647443
116,855.5841128700658
117,805.7316889177289
118,767.9796126516242
119,612.4901369329084
120,831.0318930107251
121,673.4438880786561
122,497.66796607301944
123,497.49426938776384
124,475.8658441911664
125,630.4574009410122
126,705.4718229059588
127,519.9926693564967
128,472.2435921116879
129,907.310303002073
130,626.5747279116982
131,641.6152316980194
132,717.2471666837994
133,1450.4948344983552
134,700.115129437363
135,575.4575813695004
136,536.9978185285602
137,449.8714936908923
138,751.9958257842483
139,355.92221015796326
140,348.8373919035259
141,533.4625626948841
142,443.652747438665
143,322.6978320740817
144,307.9643589488247
145,259.5698467053865
146,287.2666344893606
147,314.7653674744723
148,256.3234579521313
149,386.5488042998732
150,444.67088558799344
151,556.0070977461966
152,541.5547279224061
153,608.8167213306092
154,1149.0831614711828
155,535.2814261453193
156,472.2465268854509
157,462.5101064046224
158,499.7534736499452
159,426.1384097986054
160,367.56762909470945
161,267.01224611516585
162,246.48578496564897
163,263.2505410177666
164,303.25637629994173
165,306.24429481907896
166,306.30864595112047
167,237.08656391344573
168,273.4705103824013
169,258.3957091214364
170,252.35557315224096
171,268.41918409916394
172,331.89446727016514
173,427.0774876109341
174,375.9296505576686
175,468.23057904159816
176,1072.2664792244896
177,573.5770598294442
178,383.6461826792935
179,290.9069569905599
180,334.38769450940583
181,331.28888448079425
182,305.4035609730503
183,253.0610710277892
184,238.8371124267578
185,201.3384680497019
186,234.7022983484101
187,208.1308778461657
188,205.590038098787
189,210.8519841244346
190,185.7203080026727
191,189.79441726416871
192,194.4700499417489
193,221.4144570869312
194,244.37358628657827
195,278.9497763650459
196,300.2787414015385
197,277.29943365799755
198,220.07524055347108
199,243.98117065429688
200,242.67821382221422
