Epoch,Loss,Accuracy
1,7836.414619140625,0.185
2,3836.8283337402345,0.26
3,3491.4256591796875,0.245
4,2512.6271142578125,0.3
5,2566.512509765625,0.285
6,1989.7120825195314,0.345
7,2118.906608886719,0.305
8,2044.848017578125,0.415
9,1214.36482421875,0.455
10,1359.3760510253906,0.41
11,1085.7688623046874,0.43
12,1192.5926922607423,0.445
13,968.2505462646484,0.465
14,875.2881829833984,0.48
15,645.5525750732422,0.52
16,761.1515057373047,0.5
17,748.2477545166016,0.495
18,901.5212060546875,0.475
19,875.1746069335937,0.48
20,865.3317510986328,0.455
21,647.90845703125,0.495
22,532.9091070556641,0.56
23,437.61713886260986,0.545
24,364.8845455932617,0.61
25,418.44105346679686,0.535
26,396.29124572753904,0.555
27,469.11082580566404,0.495
28,381.24391296386716,0.55
29,418.91858276367185,0.565
30,338.93986724853517,0.57
31,315.461031537056,0.58
32,336.6036407470703,0.54
33,311.49795333862306,0.545
34,250.26708740234375,0.6
35,352.82151611328123,0.53
36,236.85984195709227,0.58
37,186.05515344023704,0.63
38,246.60524814128877,0.57
39,297.26485971510317,0.565
40,213.98703689575194,0.65
41,217.29974441528321,0.615
42,287.9998205566406,0.54
43,239.72178283691406,0.59
44,259.2968362426758,0.535
45,274.19883026123046,0.575
46,179.94632293701173,0.64
47,195.79522117614746,0.56
48,201.7679934692383,0.56
49,204.5054658508301,0.605
50,214.33732757091522,0.595
51,194.39778732299806,0.63
52,225.43601364135742,0.59
53,136.18067092895507,0.64
54,156.47655616760255,0.585
55,169.36189010620117,0.635
56,152.0826770401001,0.63
57,179.54717903137208,0.575
58,153.90621467590333,0.63
59,145.55131372451783,0.65
60,157.73626922607423,0.595
61,223.73421875,0.62
62,183.7618644809723,0.575
63,144.48016960144042,0.69
64,126.86014801025391,0.66
65,128.37133240699768,0.615
66,172.39951416015626,0.645
67,125.36225303649903,0.65
68,138.39644653320312,0.6
69,152.78200090885161,0.665
70,118.58581115722656,0.61
71,123.45154937744141,0.645
72,196.08622933387755,0.58
73,114.13496215820312,0.67
74,88.9060514831543,0.74
75,94.0680890113115,0.755
76,102.04602577209472,0.695
77,70.07599624395371,0.755
78,128.72155639648437,0.605
79,133.16711502075196,0.635
80,197.03812828063965,0.585
81,114.00706874847413,0.66
82,163.98216064453126,0.635
83,238.5781756591797,0.56
84,181.85827880859375,0.58
85,111.10544136047363,0.665
86,138.70067511831104,0.655
87,113.73303016662598,0.695
88,149.87809310913087,0.635
89,203.64094451904296,0.58
90,113.12918407440185,0.655
91,203.2567711830139,0.595
92,163.09433554410936,0.645
93,170.63835285536945,0.635
94,181.87183380126953,0.635
95,196.39161178588867,0.64
96,167.72542602539062,0.59
97,132.7207761669159,0.665
98,128.75066925048827,0.66
99,120.83108367919922,0.65
100,199.68788215637207,0.61
