Epoch,Loss
1,1052.1713500976562
2,816.9814208984375
3,610.5932373046875
4,467.35743408203126
5,364.0331237792969
6,300.9932861328125
7,244.09259643554688
8,207.2690185546875
9,174.56075439453124
10,157.9261505126953
11,140.36120147705077
12,116.41125793457032
13,124.15611724853515
14,103.66848754882812
15,90.1382339477539
16,86.63518371582032
17,77.33972549438477
18,88.44783172607421
19,76.49417572021484
20,77.62248382568359
21,76.7428482055664
22,68.53783569335937
23,68.91576080322265
24,70.66330108642578
25,64.89535598754883
26,64.69531478881837
27,61.85422210693359
28,61.2296257019043
29,47.791099548339844
30,57.65549926757812
31,58.31586837768555
32,59.97350006103515
33,43.80500602722168
34,45.8246955871582
35,48.08180389404297
36,50.51890258789062
37,45.01758041381836
38,44.12339324951172
39,47.01180419921875
40,53.69378662109375
41,53.66413345336914
42,48.618228149414065
43,47.62719573974609
44,53.34041900634766
45,35.42256240844726
46,46.6653335571289
47,45.835731506347656
48,40.897423553466794
49,42.804440307617185
50,44.57231216430664
51,41.0845230102539
52,40.26502647399902
53,35.075724029541014
54,36.34667778015137
55,37.41966094970703
56,35.72304420471191
57,36.083943939208986
58,38.90878028869629
59,38.802630233764646
60,32.27818603515625
61,35.30266075134277
62,38.259545516967776
63,31.901854705810546
64,31.352305221557618
65,31.19680519104004
66,34.49881095886231
67,32.24136734008789
68,27.544178009033203
69,34.225175857543945
70,32.298732376098634
71,33.46589241027832
72,32.11203117370606
73,34.75854301452637
74,33.295611190795896
75,32.7698787689209
76,31.01148452758789
77,32.98593406677246
78,29.985907363891602
79,36.2413516998291
80,30.91648063659668
81,35.8155330657959
82,31.15047607421875
83,35.73727951049805
84,31.562240982055663
85,33.064784622192384
86,31.605083084106447
87,34.8946475982666
88,28.800933837890625
89,31.37967185974121
90,37.60820350646973
91,29.51839485168457
92,34.80828628540039
93,24.772912979125977
94,23.449145889282228
95,26.029212951660156
96,28.72296314239502
97,32.2344669342041
98,25.76349792480469
99,20.54555778503418
100,26.72809295654297
