Epoch,Loss,Accuracy
1,581.3616399493619,0.6255515058507577
2,0.9062309125209788,0.7048724342988683
3,1.0762034053342886,0.7053520046038749
4,0.9773939898740386,0.6801266065605218
5,0.9353717313136654,0.6936504891617111
6,1.0315493598603216,0.6934586610397084
7,0.9774931771680713,0.6830040283905621
8,0.9414560288259405,0.6794552081335123
9,0.9159923695839165,0.6936504891617111
10,0.9773759532754133,0.6911567235756761
11,0.9478627477709684,0.7016113562248225
12,1.3857162185641794,0.6443506618070209
13,1.411863113496384,0.580567811241128
14,1.8061123589293722,0.5241703433723384
15,3.8924745875724986,0.5669480145789373
16,3.15658793273879,0.5704009207749856
17,1.8524106095196462,0.5966813734893536
18,3.130053696319735,0.5665643583349319
19,3.0047922426023366,0.5941876079033186
20,2.766785923368726,0.6055054671014771
21,1.6492874179881043,0.6014770765394207
22,1.5778133618228274,0.597928256282371
23,1.3710600937390987,0.6100134279685402
24,1.526602053026343,0.6162478419336275
25,1.6728082212499498,0.611643967005563
26,1.1865234745472122,0.6399386150009592
27,1.445726972867512,0.6427201227699981
28,1.1354566047916566,0.6649721849223096
29,1.0609494659626868,0.6936504891617111
30,1.2567897451915806,0.6948014578937273
31,0.9222090240007986,0.70928448110493
32,0.9653239101571448,0.7121619029349703
33,0.7986323130688419,0.7315365432572415
34,1.0013627147050632,0.7248225589871475
35,1.0224548086246898,0.7280836370611932
36,0.7519275167602703,0.749568386725494
37,0.8506516368139787,0.7363322463073086
38,0.7344654831225396,0.744005371187416
39,0.7489456568696062,0.7436217149434107
40,0.9507623403361696,0.7360445041243047
41,0.6929998012042484,0.752925378860541
42,0.7654117866550669,0.7505275273355074
43,0.7709407686438708,0.7449645117974295
44,0.7605905992070362,0.7494724726644926
45,0.7328680000964987,0.754076347592557
46,0.6783799318221049,0.7599271053136389
47,0.7474286484937727,0.7508152695185114
48,0.6943203207459644,0.7603107615576443
49,0.9968056630148935,0.7315365432572415
50,0.7036400117605719,0.7603107615576443
51,0.7039707247510644,0.7562823709955879
52,0.7354873434520481,0.7543640897755611
53,0.7221674891017331,0.7566660272395933
54,0.7493207402058815,0.7551314022635719
55,0.6886074020487308,0.7562823709955879
56,0.8417040341693702,0.7555150585075772
57,0.7128467566613679,0.756570113178592
58,0.690348648431888,0.7598311912526376
59,0.7528386385140061,0.7516784960675235
60,0.6540575046806476,0.7687511989257625
61,0.6659219000907044,0.7654901208517169
62,0.674582820519965,0.7718204488778054
63,0.6932866936206726,0.7620372146556685
64,0.7745413515928196,0.762996355265682
65,0.6329258406530148,0.7773834644158834
66,0.7009517550582718,0.7751774410128525
67,0.7165018654845517,0.7703817379627853
68,0.6302101191024702,0.7787262612699022
69,0.7033566518892402,0.7716286207558029
70,0.7240611347341281,0.7725877613658162
71,0.6464545936523679,0.7782466909648954
72,0.7521970678846484,0.7684634567427585
73,0.7127943375159307,0.7692307692307693
74,0.6758635994275471,0.7687511989257625
75,0.743597851341956,0.7683675426817571
76,0.7134296355334802,0.7637636677536926
77,0.6573462165503597,0.7685593708037598
78,0.6251865235111602,0.7774793784768848
79,0.6822528704455225,0.770573566084788
80,0.6740320178021625,0.7717245348168041
81,0.6620350070783377,0.7790140034529062
82,0.6358573406465506,0.7760406675618645
83,0.9241357132209682,0.7626126990216766
84,0.629456457022029,0.7809322846729331
85,0.6304654615268431,0.7773834644158834
86,0.642530585744881,0.7764243238058699
87,0.6733778422881215,0.7772875503548821
88,0.6161337229044697,0.7848647611739881
89,0.7211020291194411,0.770573566084788
90,0.8295709233719604,0.7703817379627853
91,0.6608499403945828,0.7771916362938807
92,0.6757483578607029,0.7744101285248417
93,0.6165561265843503,0.7804527143679263
94,1.1590557415024063,0.7574333397276041
95,0.6621214956433678,0.7788221753309035
96,0.6520737100598271,0.7804527143679263
97,0.7553639779413016,0.7731632457318243
98,0.6284236417100565,0.7805486284289277
99,0.6069604044700144,0.7882217533090351
100,0.6420417821171917,0.7880299251870324
