Epoch,Loss,Accuracy
1,64.81194045542527,0.48513332054479186
2,3.9596067854584347,0.6525992710531364
3,4.018364368152485,0.6156723575676194
4,3.683919963864949,0.6689046614233647
5,1.6924978629283305,0.7371954728563207
6,0.643135510310045,0.8019374640322271
7,0.5578929433224872,0.8151736044504124
8,0.6698248389582693,0.7832342221369653
9,0.8207469279913552,0.7740264722808363
10,0.6270567056890063,0.8054862842892768
11,0.5366650265541522,0.8262996355265682
12,0.39361707621219744,0.8719547285632073
13,0.4492362175533902,0.8568003069249952
14,0.4767049346847654,0.8396316900057549
15,0.4879789562907321,0.8405908306157682
16,0.46296063324070874,0.8450987914828314
17,0.39694892975895957,0.8720506426242087
18,0.42170795233508834,0.8674467676961443
19,0.4139067153532081,0.8687895645501631
20,0.4428807027520829,0.8568003069249952
21,0.42336921601276273,0.8626510646460771
22,0.3802652137519712,0.8823134471513524
23,0.4154390014973726,0.8667753692691349
24,0.3705507547600321,0.8834644158833685
25,0.37959098718500484,0.8802033378093228
26,0.3920803340180474,0.8771340878572799
27,0.3963986727983285,0.8710915020141953
28,0.4472466270022231,0.8538269710339536
29,0.43777447209716347,0.8587185881450221
30,0.3831653577087024,0.8750239785152504
31,0.41804323145302663,0.8655284864761174
32,0.3817299681078597,0.8785727987723
33,0.38073156904457767,0.8805869940533282
34,0.3906064432705724,0.8760790331862651
35,0.376777230177726,0.8831766737003645
36,0.3972688325140854,0.8713792441971993
37,0.3657329749727359,0.8840399002493765
38,0.43301019282508757,0.8650489161711107
39,0.45258257087845744,0.8523882601189334
40,0.38588199183841926,0.8756953769422597
41,0.3577365308522927,0.8870132361404182
42,0.42309753194257066,0.8651448302321121
43,0.3502117298683437,0.8881642048724343
44,0.36420954788743626,0.8844235564933819
45,0.3653324548629301,0.8865336658354115
46,0.39558451021507246,0.8763667753692691
47,0.3714747519269471,0.8770381737962786
48,0.40929145168833025,0.8706119317091886
49,0.37052585117581754,0.8821216190293497
50,0.4336444301604996,0.8551697678879724
51,0.41300248001570716,0.86572031459812
52,0.35373225332626307,0.8870132361404182
53,0.36813327836792664,0.8869173220794169
54,0.4225082138490412,0.8591022443890274
55,0.4089503991874678,0.8636102052560906
56,0.39175146283079054,0.871858814502206
57,0.37011895130496997,0.8780932284672933
58,0.3689190874053337,0.8795319393823134
59,0.3548530460809546,0.8874928064454249
60,0.3492543905619189,0.8879723767504316
61,0.3629040726920464,0.885286783042394
62,0.3634240957265548,0.8848072127373873
63,0.3880065923722381,0.8756953769422597
64,0.3498328220473454,0.8906579704584692
65,0.342886662710618,0.894782275081527
66,0.3622427476195767,0.8889315173604451
67,0.3770650579991173,0.881642048724343
68,0.37320025519402183,0.8873009783234223
69,0.3692531776600203,0.8853826971033953
70,0.3756907451840723,0.8823134471513524
71,0.39266711807426957,0.8767504316132745
72,0.3732443955224122,0.8792441971993095
73,0.3520866032629817,0.8928639938615001
74,0.3570270815684226,0.8879723767504316
75,0.3562373903471451,0.8874928064454249
76,0.3597373276380422,0.889219259543449
77,0.3561525850676777,0.8866295798964128
78,0.3598763347886206,0.8865336658354115
79,0.39630700638117783,0.8763667753692691
80,0.34795742639500443,0.8894110876654517
81,0.34704318013116486,0.891137540763476
82,0.3671511073205391,0.8825052752733551
83,0.36140924210565883,0.8848072127373873
84,0.37319176108433516,0.8842317283713792
85,0.3529853641878288,0.8873009783234223
86,0.36512116564900554,0.885286783042394
87,0.3577651248522034,0.8871091502014196
88,0.3790735308626564,0.8761749472472664
89,0.4756564336166106,0.8308075963936313
90,0.3658251033458813,0.8776136581622865
91,0.35964743784297415,0.8817379627853443
92,0.3573279963874835,0.8805869940533282
93,0.3554308137755007,0.882217533090351
94,0.4197804478334229,0.8663917130251295
95,0.37531537076949706,0.8832725877613659
96,0.3249761833490781,0.8968923844235565
97,0.35075850707501677,0.8876846345674276
98,0.36348645400078794,0.882217533090351
99,0.34528394121650974,0.8928639938615001
100,0.3406419305622212,0.8982351812775753
